layer,key,shape,numel,norm_a,norm_b,norm_ratio,mean_a,mean_b,mean_ratio,std_a,std_b,std_ratio,zero_frac_a,zero_frac_b,cos_sim,rel_l2_err,mean_rel_diff,max_rel_diff,pearson,max_abs_diff,mean_abs_diff,spearman,q01_abs_diff,q05_abs_diff,q50_abs_diff,q95_abs_diff,q99_abs_diff
0,model.layers.0.input_layernorm.weight,"(5120,)",5120,10.463706016540527,10.463706016540527,1.0,0.058414459228515625,0.058414459228515625,1.0,0.13406100869178772,0.13406100869178772,1.0,0.0,0.0,1.0000001192092896,0.0,0.0,0.0,0.9999999403953552,0.0,0.0,0.9999998211860657,0.0,0.0,0.0,0.0,0.0
0,model.layers.0.mlp.down_proj.weight,"(5120, 14336)",73400320,76.5317611694336,76.5099868774414,1.0002845525741577,-9.728456973334687e-08,-9.51778389435276e-08,-97284.5703125,0.00893290527164936,0.00893036462366581,1.0002845525741577,0.0,0.0,0.999704897403717,0.024296630173921585,0.3291283845901489,4116632.5,0.999704897403717,0.0030994415283203125,0.000167690624948591,0.9996670484542847,0.0,0.0,0.0001220703125,0.00042724609375,0.0006103515625
0,model.layers.0.mlp.gate_proj.weight,"(14336, 5120)",73400320,79.87397003173828,79.83104705810547,1.000537633895874,7.3089713623630814e-06,7.3310202424181625e-06,0.9969924092292786,0.00932300928980112,0.009318000636994839,1.0005375146865845,0.0,0.0,0.9994680881500244,0.0326099768280983,0.36782991886138916,716629.375,0.999468207359314,0.005340576171875,0.00023978942772373557,0.9993793368339539,0.0,0.0,0.0001983642578125,0.0006103515625,0.00079345703125
0,model.layers.0.mlp.up_proj.weight,"(14336, 5120)",73400320,76.26863098144531,76.22496032714844,1.000572919845581,6.640415222136653e-07,7.130513495212654e-07,0.9312674403190613,0.008902193047106266,0.008897094987332821,1.0005730390548706,0.0,0.0,0.9994245171546936,0.033924400806427,0.4888412356376648,5512514.5,0.9994243383407593,0.00286865234375,0.00023877636704128236,0.999335527420044,0.0,0.0,0.0001983642578125,0.0006103515625,0.00079345703125
0,model.layers.0.post_attention_layernorm.weight,"(5120,)",5120,14.15002727508545,14.15002727508545,1.0,0.19280634820461273,0.19280634820461273,1.0,0.04395243152976036,0.04395243152976036,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000000238418579,0.0,0.0,0.9999998807907104,0.0,0.0,0.0,0.0,0.0
0,model.layers.0.self_attn.k_proj.weight,"(1024, 5120)",5242880,36.972312927246094,36.961448669433594,1.0002939701080322,-5.1917836572101805e-06,-5.476039859786397e-06,-5191783.5,0.016146991401910782,0.01614224724471569,1.0002938508987427,0.0,0.0,0.999453604221344,0.03305260092020035,1.9500370025634766,423738.625,0.9994536638259888,0.0102691650390625,0.0003612180589698255,0.980596125125885,0.0,7.62939453125e-06,0.000244140625,0.0010833740234375,0.00189208984375
0,model.layers.0.self_attn.o_proj.weight,"(5120, 4096)",20971520,28.594314575195312,28.553321838378906,1.00143563747406,3.633968788108177e-07,3.9514949889962736e-07,0.9196440577507019,0.0062440261244773865,0.006235075183212757,1.00143563747406,0.0,0.0,0.9985012412071228,0.054730989038944244,0.7326427698135376,663845.6875,0.9985010623931885,0.0030670166015625,0.0002682172635104507,0.9979357719421387,0.0,1.52587890625e-05,0.00022125244140625,0.00067138671875,0.00092315673828125
0,model.layers.0.self_attn.q_proj.weight,"(4096, 5120)",20971520,51.0319709777832,51.01152420043945,1.0004007816314697,-5.495954610523768e-06,-5.425572453532368e-06,-5495954.5,0.011143647134304047,0.011139181442558765,1.0004009008407593,0.0,0.0,0.9993001818656921,0.03740663453936577,2.1568355560302734,2107092.25,0.9993001818656921,0.0107421875,0.00029298747540451586,0.9715703129768372,0.0,1.049041748046875e-05,0.000213623046875,0.0008544921875,0.00140380859375
0,model.layers.0.self_attn.v_proj.weight,"(1024, 5120)",5242880,12.04205322265625,12.022878646850586,1.0015947818756104,2.2133388029033085e-06,2.3701127247477416e-06,0.933853805065155,0.005259150173515081,0.005250775720924139,1.0015949010849,0.0,0.0,0.9982624053955078,0.05892451852560043,0.9847692847251892,252495.53125,0.9982624650001526,0.0035295486450195312,0.00023091770708560944,0.9956573843955994,0.0,1.52587890625e-05,0.00018310546875,0.0006103515625,0.000957489013671875
1,model.layers.1.input_layernorm.weight,"(5120,)",5120,27.99481201171875,27.99481201171875,1.0,0.32627448439598083,0.32627448439598083,1.0,0.21590092778205872,0.21590092778205872,1.0,0.0,0.0,0.9999999403953552,0.0,0.0,0.0,1.0,0.0,0.0,0.9999998211860657,0.0,0.0,0.0,0.0,0.0
1,model.layers.1.mlp.down_proj.weight,"(5120, 14336)",73400320,76.47682189941406,76.45669555664062,1.0002632141113281,3.2165101515602146e-07,3.4583047181513393e-07,0.9300829172134399,0.008926493115723133,0.008924144320189953,1.0002632141113281,0.0,0.0,0.9997321367263794,0.02314898930490017,0.2666136920452118,1185035.5,0.9997319579124451,0.00177001953125,0.00016287218022625893,0.999700665473938,0.0,0.0,0.0001220703125,0.00040435791015625,0.00054931640625
1,model.layers.1.mlp.gate_proj.weight,"(14336, 5120)",73400320,81.29769897460938,81.25812530517578,1.000486969947815,2.23691654355207e-06,2.20311062548717e-06,1.0153446197509766,0.009489192627370358,0.009484573267400265,1.0004870891571045,0.0,0.0,0.9995074272155762,0.03138205036520958,0.4214647710323334,6961378.5,0.9995074272155762,0.0029296875,0.00023613186203874648,0.9994502663612366,0.0,0.0,0.00019073486328125,0.0005941390991210938,0.0007781982421875
1,model.layers.1.mlp.up_proj.weight,"(14336, 5120)",73400320,76.34880065917969,76.30650329589844,1.0005543231964111,-2.0798117006393113e-08,-7.976952076660382e-08,-20798.1171875,0.008911550045013428,0.008906613104045391,1.0005543231964111,0.0,0.0,0.9994459748268127,0.03328249976038933,0.3741777837276459,591423.4375,0.9994459748268127,0.00262451171875,0.00023539556423202157,0.9993829727172852,0.0,0.0,0.00019073486328125,0.000579833984375,0.000762939453125
1,model.layers.1.post_attention_layernorm.weight,"(5120,)",5120,17.0498046875,17.0498046875,1.0,0.23730385303497314,0.23730385303497314,1.0,0.021527107805013657,0.021527107805013657,1.0,0.0,0.0,1.0000001192092896,0.0,0.0,0.0,1.0,0.0,0.0,0.9999998807907104,0.0,0.0,0.0,0.0,0.0
1,model.layers.1.self_attn.k_proj.weight,"(1024, 5120)",5242880,36.21449279785156,36.2084846496582,1.0001659393310547,6.231592124095187e-06,6.2150024859874975e-06,1.002669334411621,0.01581602729856968,0.015813404694199562,1.0001658201217651,0.0,0.0,0.9998195171356201,0.019001087173819542,0.2654191851615906,215177.53125,0.9998195171356201,0.00370025634765625,0.00023130237241275609,0.9997352361679077,0.0,0.0,0.00018310546875,0.0006103515625,0.0008544921875
1,model.layers.1.self_attn.o_proj.weight,"(5120, 4096)",20971520,33.18940353393555,33.158897399902344,1.000920057296753,8.247623668466986e-07,6.910457841513562e-07,1.1934988498687744,0.007247437257319689,0.007240775041282177,1.000920057296753,0.0,0.0,0.9990602731704712,0.043341055512428284,0.9042233824729919,9235534.0,0.9990602731704712,0.001964569091796875,0.00024921263684518635,0.9988689422607422,0.0,1.52587890625e-05,0.000213623046875,0.0006103515625,0.000823974609375
1,model.layers.1.self_attn.q_proj.weight,"(4096, 5120)",20971520,56.24333953857422,56.22824478149414,1.0002684593200684,1.897302865927486e-07,1.4581128482404893e-07,1.3012044429779053,0.012281634844839573,0.012278337962925434,1.0002684593200684,0.0,0.0,0.9997178316116333,0.023753056302666664,0.3457094728946686,704513.0,0.9997178316116333,0.002960205078125,0.0002278796600876376,0.9996112585067749,0.0,0.0,0.00018310546875,0.000579833984375,0.00079345703125
1,model.layers.1.self_attn.v_proj.weight,"(1024, 5120)",5242880,15.1392240524292,15.127900123596191,1.0007485151290894,-2.844621178610396e-07,-3.872508500535332e-07,-284462.125,0.006611783988773823,0.006606838665902615,1.0007485151290894,0.0,0.0,0.999168872833252,0.04076358675956726,0.5392785668373108,233610.3125,0.9991686940193176,0.0019989013671875,0.00021140211902093142,0.9989263415336609,0.0,7.62939453125e-06,0.00018310546875,0.0005340576171875,0.000732421875
2,model.layers.2.input_layernorm.weight,"(5120,)",5120,24.133501052856445,24.133501052856445,1.0,0.31066974997520447,0.31066974997520447,1.0,0.1312987059354782,0.1312987059354782,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0000001192092896,0.0,0.0,0.9999998807907104,0.0,0.0,0.0,0.0,0.0
2,model.layers.2.mlp.down_proj.weight,"(5120, 14336)",73400320,76.31686401367188,76.29232025146484,1.0003217458724976,1.274247409810414e-07,1.5119233864879789e-07,0.8427989482879639,0.008907821960747242,0.0089049581438303,1.000321626663208,0.0,0.0,0.9996725916862488,0.025588365271687508,0.3294435739517212,5204045.0,0.999672532081604,0.002765655517578125,0.00017001014202833176,0.9996324777603149,0.0,0.0,0.0001220703125,0.000457763671875,0.000701904296875
2,model.layers.2.mlp.gate_proj.weight,"(14336, 5120)",73400320,82.87842559814453,82.84115600585938,1.0004498958587646,-2.5566778276697733e-06,-2.6106331461051013e-06,-2556677.75,0.009673697873950005,0.009669346734881401,1.0004500150680542,0.0,0.0,0.9995461106300354,0.030127262696623802,0.35351425409317017,3391140.5,0.9995460510253906,0.009979248046875,0.00023123696155380458,0.9994881749153137,0.0,0.0,0.00018310546875,0.000579833984375,0.0007476806640625
2,model.layers.2.mlp.up_proj.weight,"(14336, 5120)",73400320,76.20230102539062,76.1611557006836,1.0005402565002441,-2.683646584955568e-07,-2.3521060654729808e-07,-268364.65625,0.008894449099898338,0.008889647200703621,1.0005401372909546,0.0,0.0,0.9994536638259888,0.033050790429115295,0.433684378862381,2109066.5,0.9994536638259888,0.008708953857421875,0.00023325186339206994,0.9993862509727478,0.0,0.0,0.00018310546875,0.000579833984375,0.000762939453125
2,model.layers.2.post_attention_layernorm.weight,"(5120,)",5120,24.461782455444336,24.461782455444336,1.0,0.3253720700740814,0.3253720700740814,1.0,0.1048993244767189,0.1048993244767189,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999999403953552,0.0,0.0,0.9999998807907104,0.0,0.0,0.0,0.0,0.0
2,model.layers.2.self_attn.k_proj.weight,"(1024, 5120)",5242880,35.552024841308594,35.546546936035156,1.0001541376113892,-6.4730893427622505e-06,-6.438629043259425e-06,-6473089.5,0.015526706352829933,0.015524313785135746,1.0001541376113892,0.0,0.0,0.999830961227417,0.01838742382824421,0.3497993052005768,336137.25,0.9998308420181274,0.00278472900390625,0.0002211510291090235,0.9997473955154419,0.0,0.0,0.00018310546875,0.0005626678466796875,0.0007781982421875
